0:0:0:0,219067,14489
8:128:8:128,113995,3037
8:136:8:136,78062,1387
8:130:8:128,68833,2198
8:130:8:130,31799,1453
8:8:8:8,31674,1782
8:128:10:128,27842,1266
8:0:0:0,19731,5100
8:128:10:130,13947,824
8:0:8:0,13892,1401
10:130:10:130,13423,517
8:128:8:130,13389,1102
8:2:8:0,13337,968
0:128:0:128,12763,658
10:128:10:128,11199,625
8:0:128:0,11192,494
8:130:0:128,9746,468
16:1:16:1,8131,351
8:130:10:130,7384,575
8:130:2:128,7369,499
17:1:17:1,7317,155
8:129:8:128,7300,434
8:130:2:130,6831,388
8:0:128:2,6644,319
40:40:40:40,5723,210
16:5:16:1,5228,195
8:2:8:2,5214,467
0:0:8:0,4814,831
136:136:136:136,4610,260
8:129:10:130,4041,229
8:128:0:128,3928,371
8:2:0:0,3877,525
8:0:0:2,3875,554
8:2:8:128,3862,251
8:160:8:128,3810,168
8:128:2:128,3747,252
8:152:8:136,3649,101
8:130:0:130,3545,257
8:128:2:130,3451,211
8:129:10:128,3427,229
8:8:128:0,3210,177
9:130:2:128,3119,109
8:136:8:138,3118,215
10:130:8:128,3099,230
128:8:128:8,3047,186
8:0:128:8,2980,177
0:8:0:8,2951,309
10:128:8:128,2910,324
0:0:128:0,2833,372
8:128:8:129,2793,457
8:2:128:2,2590,201
136:0:0:0,2585,905
10:138:10:138,2524,113
0:0:0:128,2427,809
8:0:136:0,2387,86
128:128:128:128,2359,296
8:0:0:128,2356,356
8:130:10:128,2296,234
8:129:8:129,2249,226
8:128:8:160,2224,351
136:8:136:8,2084,77
10:10:10:10,2069,332
8:2:128:0,2059,205
8:129:2:128,2033,105
8:0:8:2,2032,302
248:248:248:248,2015,186
0:8:0:0,2003,431
0:0:0:8,1975,637
1:1:1:1,1959,164
0:0:0:1,1882,906
0:0:0:2,1827,766
128:0:0:0,1825,654
10:130:2:130,1800,204
9:130:8:128,1767,119
8:8:8:136,1752,197
8:128:0:130,1746,169
8:129:8:130,1732,164
0:128:8:128,1723,386
8:130:8:129,1717,251
8:136:8:152,1715,129
8:32:0:8,1704,157
8:0:0:8,1632,359
8:0:8:128,1629,219
8:2:0:128,1624,116
10:128:10:130,1595,274
9:130:2:130,1595,75
10:130:2:128,1588,157
8:136:10:136,1560,75
8:130:8:136,1555,126
0:136:0:136,1541,76
8:2:128:8,1525,117
0:2:8:0,1486,295
2:130:2:130,1485,128
8:2:0:2,1480,190
10:130:10:128,1457,145
8:8:0:0,1452,283
8:1:8:0,1446,181
8:136:8:184,1401,241
240:240:240:240,1392,304
9:128:9:128,1380,92
9:130:9:130,1368,54
8:162:8:128,1367,40
16:5:16:5,1358,118
2:128:10:128,1348,188
2:128:10:130,1311,137
8:8:128:8,1305,98
16:0:16:0,1285,130
24:0:24:0,1276,175
8:8:8:10,1263,203
24:8:24:8,1261,47
0:128:0:0,1232,306
168:168:168:168,1213,103
8:128:8:176,1206,294
32:0:8:32,1205,128
8:32:2:8,1202,107
130:8:128:8,1202,103
138:138:138:138,1187,94
160:160:160:160,1180,203
0:8:32:0,1169,128
0:0:136:0,1168,80
8:128:8:0,1167,494
9:8:9:8,1156,49
8:8:128:2,1149,108
8:130:40:2,1142,47
8:152:72:136,1132,31
130:8:130:8,1131,75
10:130:8:130,1117,145
8:130:8:0,1112,384
0:0:0:,1094,1094
9:130:0:128,1093,58
10:129:10:128,1093,79
8:0:10:0,1088,146
16:3:16:1,1078,113
16:1:20:1,1077,119
8:128:9:128,1071,151
0:1:0:1,1071,139
130:130:130:130,1070,130
136:34:8:130,1062,25
2:130:8:128,1061,105
8:128:24:0,1049,215
8:2:2:0,1043,100
8:129:0:128,1041,189
32:2:8:32,1041,110
10:0:0:0,1035,193
128:8:130:8,1026,73
24:0:8:128,991,199
128:0:128:0,980,164
8:128:40:128,966,238
8:168:8:136,951,55
0:130:8:128,950,199
8:144:10:128,945,73
2:128:8:128,936,129
8:129:6:128,929,37
8:128:8:144,923,192
8:136:8:8,919,137
8:136:8:168,914,141
10:129:10:129,897,72
8:2:0:8,889,228
2:128:8:130,881,120
24:1:16:1,876,185
8:128:0:0,876,409
9:129:8:128,875,37
8:130:8:160,849,153
128:10:128:10,831,64
8:131:0:128,828,94
20:1:20:1,818,72
0:128:8:130,812,122
9:130:8:130,809,66
0:130:8:130,799,126
2:32:2:32,794,65
168:32:168:32,794,15
16:1:16:5,779,92
8:8:136:8,774,82
8:130:0:136,772,37
10:136:10:136,765,30
136:128:136:128,763,46
0:0:0:32,761,349
8:130:0:0,756,203
8:138:8:136,751,63
0:16:0:1,741,45
0:1:0:0,731,197
10:0:128:0,730,44
8:138:8:128,727,23
8:136:40:136,718,90
0:0:2:0,715,177
0:8:8:0,714,125
8:0:8:1,713,200
8:2:2:2,696,96
0:2:8:128,692,46
10:0:10:0,688,91
1:0:1:0,687,65
0:5:0:1,687,84
8:2:10:2,687,95
128:0:8:0,679,119
32:0:0:0,679,171
9:130:9:128,674,38
10:128:8:130,673,129
8:0:2:0,671,113
8:160:8:160,661,84
8:128:10:160,657,113
10:128:8:129,654,52
8:160:0:128,653,36
8:128:40:160,652,203
8:160:8:130,650,49
168:160:168:160,645,41
16:1:16:0,643,165
8:144:10:130,640,77
8:130:40:0,640,72
8:129:4:128,639,40
8:0:8:8,638,208
4:64:4:64,634,33
0:160:0:128,632,39
8:0:0:1,627,234
2:130:10:130,612,96
136:0:136:0,612,121
32:2:40:2,609,40
32:32:32:32,608,71
128:128:130:130,608,33
8:132:8:128,607,128
8:129:10:129,607,82
2:2:2:2,607,92
136:130:136:128,606,27
8:128:128:8,602,52
10:128:2:130,602,44
8:128:72:128,596,49
0:128:16:0,592,97
8:137:8:136,590,27
8:2:8:8,575,111
0:0:32:0,575,194
9:129:9:129,572,53
0:0:0:16,566,323
0:32:0:0,566,131
8:16:0:2,561,30
8:40:0:8,561,39
8:128:8:136,554,100
128:128:8:128,552,72
0:0:8:8,551,229
0:128:10:128,551,104
8:136:72:136,548,35
0:129:0:129,546,87
128:8:128:128,539,41
8:192:8:192,536,13
9:9:9:9,536,21
2:32:10:32,535,23
2:8:32:2,534,68
10:128:2:128,533,64
128:130:130:130,528,20
8:144:8:128,525,73
12:131:12:128,524,7
12:128:12:128,520,26
168:34:168:32,520,10
16:0:24:0,520,115
8:130:9:130,517,90
24:2:24:0,515,86
130:10:130:10,514,28
8:130:2:132,514,19
0:128:0:132,512,11
8:128:9:130,511,81
8:130:40:130,511,155
8:130:9:128,506,82
2:130:8:130,503,67
170:170:170:170,498,174
136:128:130:130,497,32
2:8:0:0,495,119
24:2:8:128,494,127
0:0:8:2,491,191
8:0:128:1,488,52
0:0:128:2,488,80
0:8:40:0,484,45
8:8:8:9,484,104
8:136:8:128,479,98
0:128:10:130,478,98
41:40:41:40,476,25
8:136:0:130,473,15
8:130:7:130,473,6
8:160:10:128,472,34
8:8:8:0,469,253
8:0:10:2,468,74
16:0:24:1,463,109
10:132:8:128,461,19
168:162:168:162,460,18
24:2:24:2,457,60
0:2:0:0,456,182
2:32:2:40,455,31
16:4:20:1,455,37
8:16:0:0,453,56
8:40:2:8,453,52
2:130:2:128,453,71
0:8:8:8,452,226
8:2:136:0,449,29
8:130:8:2,449,109
9:2:0:0,447,76
8:130:8:144,446,104
0:8:32:2,446,65
0:0:8:128,445,281
0:8:128:8,445,106
8:129:10:132,445,35
8:130:8:176,443,158
10:129:2:128,443,51
24:5:16:1,441,79
2:8:2:8,439,31
8:136:8:130,439,44
2:34:2:34,439,23
128:10:128:8,438,51
10:128:0:128,438,41
8:2:130:0,434,22
0:32:0:32,434,51
168:162:168:160,426,16
10:144:10:144,425,43
8:8:0:8,424,96
8:0:2:8,424,90
0:0:16:0,419,128
10:128:0:130,418,19
8:128:8:8,418,154
0:8:2:0,418,97
12:195:12:192,416,5
8:130:0:138,415,19
8:128:10:129,412,90
13:132:11:132,410,5
8:8:128:32,409,35
8:130:40:128,405,151
8:129:16:1,404,128
184:184:184:184,403,17
16:4:16:1,400,36
10:129:6:130,398,19
24:1:16:0,396,116
8:0:128:32,396,64
16:5:16:0,394,93
10:132:10:128,394,22
8:1:0:0,394,114
0:130:8:129,391,68
138:128:138:128,391,25
8:129:2:130,390,49
17:17:17:17,388,26
8:136:2:128,384,8
0:128:0:130,383,99
9:137:9:137,382,11
8:133:0:128,381,43
16:4:20:5,381,33
8:1:10:2,378,53
16:1:20:5,377,52
8:162:0:136,377,9
0:8:0:128,375,50
4:4:4:4,375,22
0:128:0:8,374,70
8:128:2:132,373,26
8:128:8:2,373,91
16:0:8:128,372,130
9:128:2:132,372,9
8:136:10:128,371,32
8:136:8:137,371,69
0:16:0:0,371,97
8:1:58:9,371,5
48:49:48:49,370,4
12:128:8:128,370,22
16:0:0:128,368,89
8:162:0:128,368,7
0:0:0:48,367,250
10:144:10:128,366,36
0:129:8:128,364,48
136:10:10:130,364,4
136:34:0:136,364,66
4:68:4:68,363,11
15:15:15:15,362,87
194:136:136:194,360,8
1:16:1:16,356,35
2:128:2:128,353,40
2:0:0:0,351,208
184:184:232:232,351,4
0:129:16:1,350,112
20:5:20:5,350,34
24:0:24:1,347,111
8:128:10:176,347,115
2:128:0:128,347,28
17:33:17:1,346,10
136:160:136:160,344,8
40:0:8:32,344,33
8:130:40:160,343,124
12:192:8:192,342,5
40:2:8:40,342,39
8:152:8:152,341,26
8:2:40:0,335,10
8:136:10:138,334,51
8:8:130:2,334,38
16:3:16:3,332,40
10:130:9:128,329,11
128:0:0:8,328,54
8:0:2:2,328,92
41:36:41:36,325,10
4:65:4:64,325,17
248:249:248:255,325,5
8:128:24:1,324,129
2:0:40:128,323,5
10:130:14:130,322,6
10:130:130:130,322,104
8:128:12:128,321,57
2:8:0:2,320,70
8:4:8:0,319,69
25:5:16:0,319,8
8:138:8:138,319,44
32:2:8:40,317,16
40:10:40:10,316,12
2:10:10:10,315,43
128:2:8:0,315,45
128:8:130:2,315,38
24:1:0:128,314,99
42:42:42:42,314,24
8:129:16:0,314,107
8:136:40:168,314,96
40:0:8:40,313,27
128:0:0:128,312,83
8:136:0:128,312,15
0:8:128:0,311,68
0:10:0:10,310,30
9:136:8:136,310,22
10:130:0:130,310,30
24:129:24:129,310,4
232:232:232:232,308,59
9:2:32:64,308,4
8:129:6:130,307,23
10:128:10:129,306,60
8:2:130:2,306,47
136:130:136:130,304,28
128:8:128:10,302,58
0:40:0:40,302,11
0:136:0:0,302,65
200:136:200:136,301,5
9:128:1:130,300,5
8:128:128:128,298,69
0:0:0:10,298,131
16:5:16:4,297,60
16:1:0:129,296,95
8:129:2:129,296,30
8:128:40:130,295,126
8:136:24:168,295,24
0:128:0:144,294,37
128:32:0:128,294,54
8:134:8:128,293,16
8:1:8:1,293,82
32:2:32:2,292,45
8:144:74:128,292,23
44:44:44:44,291,24
8:2:128:10,291,37
136:136:138:136,290,15
8:128:0:8,290,54
16:4:24:1,287,51
8:152:8:138,286,17
8:8:0:2,286,39
8:130:24:0,286,115
2:8:40:2,285,40
40:128:40:128,285,29
8:32:0:128,285,28
8:130:2:0,283,44
9:138:9:138,282,9
0:0:10:0,282,60
0:0:32:128,282,118
40:40:40:56,281,40
136:136:136:152,281,15
9:128:8:128,281,46
26:0:26:0,281,17
10:144:67:210,280,2
8:128:40:0,279,73
8:129:0:129,279,102
2:8:32:0,279,52
8:32:8:136,279,3
0:129:4:129,279,28
9:130:66:128,278,17
136:34:8:128,278,9
65:65:65:65,277,13
136:136:136:170,276,17
136:0:8:0,276,50
224:224:224:224,275,78
10:129:10:130,275,51
16:1:16:3,274,48
8:160:2:128,274,11
130:160:130:160,274,2
0:128:0:160,272,44
24:5:16:0,272,77
8:10:8:8,271,39
8:128:6:128,271,18
40:160:40:160,269,39
0:129:0:128,269,106
8:0:128:10,269,30
8:193:2:192,268,5
2:128:2:130,268,56
9:130:5:128,268,7
0:128:8:0,263,85
8:128:10:0,262,68
8:130:0:129,262,42
8:130:0:134,262,6
40:8:40:2,260,6
10:2:10:2,260,47
10:0:128:10,260,16
8:160:10:130,260,23
18:1:16:3,259,8
136:128:8:128,259,59
10:128:10:0,259,37
8:168:8:168,259,15
8:32:0:0,258,59
10:130:9:130,258,21
10:144:74:148,257,4
16:4:16:5,257,13
40:40:41:36,256,10
8:130:2:129,256,32
9:0:128:0,256,8
10:129:74:129,254,5
8:128:26:0,253,42
8:137:10:128,252,9
12:128:8:130,251,17
2:0:8:0,250,85
16:0:20:5,250,22
64:0:64:0,250,13
9:129:2:128,250,13
8:131:6:128,250,6
130:40:10:130,249,45
16:1:0:128,248,119
16:0:64:69,248,2
16:1:18:1,247,36
40:44:40:44,247,17
12:130:8:128,247,13
40:8:128:8,246,26
8:2:0:32,246,8
7:172:7:173,245,4
8:2:128:32,245,28
3:1:3:1,244,3
9:130:6:130,244,13
0:128:8:129,243,111
16:16:16:16,243,37
136:136:136:138,242,39
8:0:130:2,242,53
56:56:56:56,242,10
40:2:32:2,242,22
10:145:2:129,241,3
8:241:2:240,240,3
0:176:228:146,240,3
8:136:136:136,240,78
2:8:128:0,239,51
25:1:17:0,238,21
25:1:17:1,238,40
12:72:12:72,237,3
8:130:32:0,237,21
8:144:74:144,236,25
8:130:8:134,235,43
10:0:8:0,235,58
136:129:138:128,235,6
9:130:2:132,235,29
0:5:16:1,235,26
13:134:2:130,235,2
20:1:16:1,234,43
128:2:0:128,234,38
10:129:10:133,234,15
5:65:1:64,233,3
24:2:8:130,232,52
15:172:7:172,232,4
8:1:0:1,232,101
0:0:1:0,231,121
8:2:8:130,231,67
8:128:8:132,231,71
2:0:8:2,230,65
8:1:10:0,230,42
0:0:128:128,229,106
8:2:136:2,229,19
8:32:0:130,229,10
9:128:10:128,228,23
32:136:136:170,228,4
8:130:24:2,228,62
8:1:8:2,228,38
0:0:0:136,227,147
168:160:160:160,227,32
8:130:8:224,226,55
10:10:138:10,226,11
0:136:8:136,225,66
128:160:128:160,224,15
16:32:0:128,223,8
8:136:8:154,223,19
0:8:0:2,223,80
12:131:0:128,222,9
8:16:74:16,222,2
16:1:16:2,221,48
40:32:40:32,221,19
0:2:0:8,220,65
10:2:8:0,220,48
24:0:170:130,220,5
8:136:72:184,220,26
8:130:8:132,219,70
24:0:24:2,219,46
8:2:8:1,218,67
248:240:248:240,218,26
0:128:24:0,218,85
10:144:66:144,217,10
8:160:0:130,216,15
10:146:74:144,216,4
56:130:224:224,216,3
10:128:10:144,215,56
32:10:8:32,215,19
2:0:10:0,215,35
10:0:128:2,214,28
9:129:9:128,214,30
136:136:8:136,214,58
128:2:8:8,214,29
136:128:128:128,214,35
24:128:24:128,214,14
1:0:16:0,213,17
8:128:14:128,213,12
0:0:0:4,212,123
9:129:9:133,212,24
8:130:6:129,212,5
24:2:16:0,212,23
9:130:6:128,212,16
8:1:8:128,212,31
8:130:8:162,211,49
11:144:10:128,211,3
10:160:10:160,210,30
8:2:2:130,209,21
0:0:2:2,208,77
8:224:8:224,208,6
8:128:8:192,208,74
8:40:2:32,207,7
8:131:4:128,207,7
8:0:136:2,206,26
8:129:9:128,206,60
20:0:16:1,206,8
8:2:138:8,205,3
8:2:40:160,205,16
8:128:8:240,205,84
8:130:56:128,204,52
8:128:56:160,204,44
128:0:32:32,204,17
0:0:0:5,203,86
255:255:255:255,203,19
8:32:10:8,203,20
8:138:10:138,203,24
10:131:10:131,203,10
15:143:15:143,202,9
0:2:128:0,201,44
8:128:136:0,200,40
144:32:64:128,200,13
8:136:8:200,200,39
40:8:8:8,200,24
8:130:130:130,199,57
128:10:130:8,199,17
0:8:2:8,199,43
0:128:10:0,198,36
0:8:1:0,198,40
0:1:0:16,197,14
16:0:16:1,197,44
10:130:240:160,197,48
10:10:130:10,196,14
17:1:17:0,196,57
0:0:8:130,196,145
16:1:20:4,196,36
10:131:2:128,196,8
2:2:8:0,196,64
128:0:8:128,196,54
8:152:72:184,196,12
24:136:24:136,196,8
10:0:128:8,195,7
0:128:2:0,194,48
8:130:4:130,194,18
8:128:24:160,194,58
8:144:74:130,194,27
9:128:10:132,193,4
8:128:10:132,193,54
40:128:8:128,193,59
8:136:0:136,193,23
128:10:10:0,192,3
10:130:0:128,192,38
16:5:0:1,190,25
11:6:128:0,190,2
88:184:106:184,189,3
8:0:136:8,189,17
248:242:240:240,189,7
8:8:8:128,189,86
0:128:8:2,188,36
64:4:64:4,188,21
17:1:17:97,188,31
2:10:0:128,188,9
8:138:2:136,188,13
136:128:138:128,188,16
0:128:24:1,188,83
8:130:3:130,188,30
8:130:24:128,188,83
130:8:128:10,187,27
8:8:9:10,187,19
14:130:2:130,187,3
128:9:130:8,187,7
8:128:2:2,187,19
4:64:12:80,187,1
129:9:129:10,186,5
136:130:138:130,186,11
8:0:2:128,186,52
8:184:8:136,186,30
8:128:8:131,186,42
8:2:0:160,185,14
32:2:0:4,185,3
8:136:8:248,185,50
8:128:170:130,185,5
8:168:40:136,184,4
8:2:2:128,184,45
128:128:0:128,184,46
32:0:32:0,183,56
11:128:11:128,183,22
8:128:40:176,183,56
17:1:17:33,183,10
2:8:2:40,183,3
34:2:34:2,183,14
16:3:18:1,183,17
8:8:136:2,183,6
8:32:2:128,182,8
16:65:16:1,182,17
8:32:130:132,182,2
10:16:66:16,182,2
16:3:20:1,182,31
8:0:128:136,182,10
8:0:0:34,181,9
8:136:24:8,181,49
8:10:128:2,181,18
8:128:72:129,181,9
8:2:0:1,180,48
1:0:0:8,180,35
8:162:8:130,180,21
8:8:9:0,180,57
47:47:47:47,180,6
8:162:10:130,180,8
19:3:19:3,180,3
9:0:0:130,180,3
168:8:168:9,180,2
8:8:130:0,180,22
12:130:12:128,179,5
9:128:10:130,179,12
112:112:112:112,179,15
8:128:66:128,179,7
10:129:6:128,179,19
8:131:2:128,179,16
10:130:8:129,179,38
24:40:24:40,179,4
8:8:72:152,178,4
0:5:0:0,178,80
128:10:130:2,178,26
128:8:130:0,178,17
24:5:16:5,178,39
8:8:8:2,178,42
40:40:40:44,177,13
